open_time,open,high,low,close,volume
1779415200000,4528.13,4531.04,4522.3,4525.64,4296.747
1779418800000,4525.63,4531.93,4522.19,4531.73,3044.466
1779422400000,4531.73,4535.52,4528.18,4530.02,4488.359
1779426000000,4530.02,4536.46,4510.71,4513.93,9702.921
1779429600000,4514.68,4530.96,4513.53,4528.86,9096.182
1779433200000,4528.86,4529.5,4519.67,4524.35,9872.646
1779436800000,4524.35,4534.0,4520.36,4524.38,10639.215
1779440400000,4524.38,4537.52,4518.1,4534.42,8507.953
1779444000000,4534.43,4538.6,4513.54,4517.68,12934.025
1779447600000,4517.69,4526.99,4515.5,4523.16,6378.82
1779451200000,4523.15,4537.94,4518.79,4531.04,15739.575
1779454800000,4531.05,4536.78,4513.76,4517.23,17155.432
1779458400000,4517.23,4517.45,4493.09,4503.36,26378.104
